flow,section,situation,page,title,disposition,evidence,verification
account,agents,dashboard-agent-delete--action=delete&result=error,agent-delete,Delete agent · Failed,adapt-to-main,C01;C02,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-visibility,agent-visibility,Agent visibility,adapt-to-main,C01;C02,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-visibility--hidden=1,agent-visibility,Agent visibility · Relist,adapt-to-main,C01;C02,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-visibility--action=visibility&result=waiting,agent-visibility,Agent visibility · Updating visibility,adapt-to-main,C01;C02;C03,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-visibility--action=visibility&result=error,agent-visibility,Agent visibility · Visibility update failed,adapt-to-main,C01;C02,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected,enter-connected,Account wallet,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--sim_paid=0,enter-connected,Account wallet · Quest only,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--sim_paid=0&sim_quest=0,enter-connected,Account wallet · Empty,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--account_case=loading,enter-connected,Account wallet · Balance loading,product-gap,C01;C02;C03;C04;G09,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--account_case=load-error,enter-connected,Account wallet · Balance unavailable,product-gap,C01;C02;C04;G09,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--account_case=canceled,enter-connected,Account wallet · Checkout canceled,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--account_case=pending,enter-connected,Account wallet · Payment pending,unshipped-feature,C01;C02;D01,deferred-not-on-main
account,topup,dashboard-enter-connected--account_case=payment-error,enter-connected,Account wallet · Payment check failed,unshipped-feature,C01;C02;D01,deferred-not-on-main
account,topup,dashboard-enter-connected--account_case=credited,enter-connected,Account wallet · Payment credited,unshipped-feature,C01;C02;D01,deferred-not-on-main
account,topup,dashboard-enter-connected--action=billing-setup&billing_case=setup,enter-connected,Account wallet · Auto top-up setup,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--action=billing-setup&billing_case=ready,enter-connected,Account wallet · Auto top-up ready,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--billing_case=enabled,enter-connected,Account wallet · Auto top-up enabled,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--action=billing-save&billing_case=ready&result=waiting,enter-connected,Account wallet · Saving auto top-up,product-gap,C01;C02;C03;C04;G13,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--action=billing-save&billing_case=ready&result=error,enter-connected,Account wallet · Auto top-up save failed,product-gap,C01;C02;C04;G09,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--billing_case=failed,enter-connected,Account wallet · Last charge failed,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--billing_case=payment,enter-connected,Account wallet · Payment action required,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--action=billing-portal&billing_case=enabled&result=waiting,enter-connected,Account wallet · Opening billing,adapt-to-main,C01;C02;C03;C04,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--action=billing-portal&billing_case=enabled&result=error,enter-connected,Account wallet · Billing handoff failed,product-gap,C01;C02;C04;G09,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--action=billing-save&billing_case=ready&result=session-expired,enter-connected,Account wallet · Billing session expired,product-gap,C01;C02;C04;G09,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--account_case=session-expired,enter-connected,Account wallet · Balance session expired,product-gap,C01;C02;C04;G09,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-account-checkout,account-checkout,Checkout · external reference,external-reference,C01;C02;C05,reference-verified-main-279edfad8f-2026-09-26
account,topup,dashboard-account-billing,account-billing,Manage billing · external reference,external-reference,C01;C02;C05,reference-verified-main-279edfad8f-2026-09-26
account,activity,dashboard-activity,activity,Activity,adapt-to-main,C01;C02,captured-main-279edfad8f-2026-09-26
account,activity,dashboard-activity--collection_case=empty,activity,Activity · No activity,adapt-to-main,C01;C02,captured-main-279edfad8f-2026-09-26
account,activity,dashboard-activity--collection_case=loading,activity,Activity · Loading,adapt-to-main,C01;C02;C03,captured-main-279edfad8f-2026-09-26
account,activity,dashboard-activity--collection_case=error,activity,Activity · Load failed,adapt-to-main,C01;C02,captured-main-279edfad8f-2026-09-26
account,quests,dashboard-quests,quests,Quests,product-gap,C01;C02;C06;G15,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--collection_case=empty,quests,Quests · No earned rewards,adapt-to-main,C01;C02;C06,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--collection_case=loading,quests,Quests · Loading,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--collection_case=error,quests,Quests · Load failed,product-gap,C01;C02;C06;G14,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--quest_check=waiting,quests,Quests · Checking quests,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--quest_check=error,quests,Quests · Check unavailable,adapt-to-main,C01;C02;C06,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--action=claim&result=waiting,quests,Quests · Claiming,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--action=claim&result=error,quests,Quests · Claim failed,product-gap,C01;C02;C06;G14;G15,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--action=claim&result=success,quests,Quests · Reward claimed,adapt-to-main,C01;C02;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account,account,Account settings,adapt-to-main,C01;C02;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=loading,account,Account settings · Loading connections,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=error,account,Account settings · Connections unavailable,product-gap,C01;C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=toolkits-loading,account,Account settings · Loading app catalog,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=toolkits-error,account,Account settings · App catalog unavailable,product-gap,C01;C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=discord-connected,account,Account settings · Discord connected,adapt-to-main,C01;C02;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=discord-check-error,account,Account settings · Discord check failed,product-gap,C01;C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=discord-lookup-error,account,Account settings · Discord lookup failed,product-gap,C01;C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=discord-error,account,Account settings · Discord identity unavailable,product-gap,C01;C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=link-discord&result=waiting,account,Account settings · Connecting Discord,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=link-discord&result=error,account,Account settings · Discord connection failed,product-gap,C01;C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=unlink-discord&result=waiting&settings_case=discord-connected,account,Account settings · Disconnecting Discord,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=unlink-discord&result=error&settings_case=discord-connected,account,Account settings · Discord disconnect failed,product-gap,C01;C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=apps-connected,account,Account settings · App connected,adapt-to-main,C01;C02;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=link-integration&result=waiting,account,Account settings · Connecting app,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=link-integration&result=error,account,Account settings · App connection failed,product-gap,C01;C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=unlink-integration&result=waiting,account,Account settings · Disconnecting app,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=unlink-integration&result=error,account,Account settings · App disconnect failed,product-gap,C01;C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account-delete,account-delete,Delete account,adapt-to-main,C01;C02;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account-delete--action=confirm-account,account-delete,Delete account · Acknowledged,adapt-to-main,C01;C02;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account-delete--action=delete-account&result=waiting,account-delete,Delete account · Deleting,adapt-to-main,C01;C02;C03;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account-delete--action=delete-account&result=error,account-delete,Delete account · Deletion failed,adapt-to-main,C01;C02;C06,captured-main-1b7e621066-2026-09-26
admin,main,dashboard-sign-in,dashboard-sign-in,Admin sign-in,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
admin,main,dashboard-admin_required,dashboard-sign-in,Admin access required,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
admin,main,dashboard-invalid_state,dashboard-sign-in,Sign-in link expired,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
admin,main,dashboard-unavailable,dashboard-sign-in,Couldn’t sign in,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
admin,main,identity,identity,Sign in to Pollinations,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
admin,main,admin-sign-in-pending,identity,Signing in,adapt-to-main,C01;C02;C03;C07,captured-main-1b7e621066-2026-09-26
admin,main,admin-sign-in-error,identity,Starting sign-in failed,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
admin,main,admin-account-deactivated,admin-auth-error,Account suspended,adapt-to-main,C01;C02;C07;D02,captured-main-1b7e621066-2026-09-26
admin,main,admin-staging-invite-only,admin-auth-error,Staging is invite-only,adapt-to-main,C01;C02;C07;D02,captured-main-1b7e621066-2026-09-26
admin,main,admin-login-failed,admin-auth-error,Couldn’t sign in,adapt-to-main,C01;C02;C07;D02,captured-main-1b7e621066-2026-09-26
admin,main,dashboard-connected,dashboard-connected,Admin account,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
admin,main,admin-account-menu,dashboard-connected,Account menu,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
admin,main,admin-sign-out-error,dashboard-connected,Sign-out failed,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
admin,main,admin-session-pending,dashboard-sign-in,Checking sign-in,adapt-to-main,C01;C02;C03;C07,captured-main-1b7e621066-2026-09-26
admin,main,admin-session-unavailable,dashboard-sign-in,Session check failed,adapt-to-main,C01;C02;C07,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-create--agent_kind=code,agent-create,Add agent · Code agent,adapt-to-main,C01;C02,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-create--action=create&agent_kind=code&result=waiting,agent-create,Add agent · Creating code agent,adapt-to-main,C01;C02;C03,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-create--action=create&agent_kind=code&result=error,agent-create,Add agent · Code creation failed,adapt-to-main,C01;C02,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-edit--agent_kind=code,agent-edit,Edit agent · Code agent,adapt-to-main,C01;C02,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-edit--action=save&agent_kind=code&result=waiting,agent-edit,Edit agent · Saving code agent,adapt-to-main,C01;C02;C03,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-edit--action=save&agent_kind=code&result=error,agent-edit,Edit agent · Code save failed,adapt-to-main,C01;C02,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-edit--action=sync&agent_kind=code&result=waiting,agent-edit,Edit agent · Syncing code,adapt-to-main,C01;C02;C03,captured-main-1b7e621066-2026-09-26
account,agents,dashboard-agent-edit--action=sync&agent_kind=code&result=error,agent-edit,Edit agent · Code sync failed,adapt-to-main,C01;C02,captured-main-1b7e621066-2026-09-26
app,topup,topup-account-wallet--account_case=billing-loading,account-wallet,Top-up · Billing loading,adapt-to-main,C01;C02;C04,captured-main-1b7e621066-2026-09-26
app,topup,topup-account-wallet--account_case=billing-error,account-wallet,Top-up · Billing unavailable,product-gap,C01;C02;C04;G09,captured-main-1b7e621066-2026-09-26
app,topup,topup-account-wallet--account_case=checkout-return,account-wallet,Top-up · Checkout returned,adapt-to-main,C01;C02;C04;D01,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--account_case=billing-loading,enter-connected,Account wallet · Billing loading,product-gap,C01;C02;C04;G09,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--account_case=billing-error,enter-connected,Account wallet · Billing unavailable,product-gap,C01;C02;C04;G09,captured-main-1b7e621066-2026-09-26
account,topup,dashboard-enter-connected--account_case=checkout-return,enter-connected,Account wallet · Checkout returned,adapt-to-main,C01;C02;C04;D01,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--quest_catalog=loading,quests,Quests · Loading catalog,adapt-to-main,C02;C06,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--quest_catalog=error,quests,Quests · Catalog unavailable,product-gap,C02;C06;G14,captured-main-1b7e621066-2026-09-26
account,quests,dashboard-quests--quest_rewards=session-expired,quests,Quests · Rewards session expired,adapt-to-main,C02;C06;G14,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=profile-loading,account,Account settings · Loading profile,product-gap,C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--settings_case=profile-error,account,Account settings · Profile unavailable,product-gap,C02;C06;G08,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=sign-out&result=waiting,account,Account settings · Signing out,adapt-to-main,C02;C06,captured-main-1b7e621066-2026-09-26
account,account,dashboard-account--action=sign-out&result=error,account,Account settings · Sign-out failed,product-gap,C02;C06;G08,captured-main-1b7e621066-2026-09-26
admin,main,dashboard-cancelled,dashboard-sign-in,Sign-in cancelled,adapt-to-main,C07,captured-main-1b7e621066-2026-09-26
account,catalog,dashboard-catalog--model_catalog=health-unavailable,catalog,Models · Health unavailable,adapt-to-main,C01;C02,captured-main-279edfad8f-2026-09-26
